Order_Date,Product_Name,Category,Region,Quantity,Sales,Profit,Year,Month,Month_Name,Day,Profit_Margin
2023-12-26,Laptop,Electronics,East,8,6968.0,1479.09,2023,12,December,26,21.22689437428243
2024-04-07,Laptop,Electronics,North,7,1344.0,300.88,2024,4,April,7,22.38690476190476
2022-10-18,Camera,Electronics,West,1,354.0,65.99,2022,10,October,18,18.641242937853107
2024-04-21,Monitor,Accessories,South,3,3051.0,662.23,2024,4,April,21,21.705342510652244
2024-03-26,Camera,Electronics,South,3,402.0,106.87,2024,3,March,26,26.58457711442786
2022-10-31,Monitor,Accessories,North,5,3570.0,517.82,2022,10,October,31,14.504761904761907
2023-03-03,Keyboard,Accessories,North,7,3829.0,876.35,2023,3,March,3,22.887176808566206
2023-02-03,Mouse,Accessories,North,7,4676.0,242.64,2023,2,February,3,5.189050470487596
2023-04-15,Keyboard,Accessories,East,3,1119.0,317.36,2023,4,April,15,28.36103663985702
2023-05-09,Smartphone,Electronics,East,4,4228.0,764.3,2023,5,May,9,18.077105014191105
2022-01-02,Headphones,Accessories,North,8,1240.0,251.2,2022,1,January,2,20.258064516129032
2024-11-28,Keyboard,Accessories,North,9,3591.0,342.18,2024,11,November,28,9.528822055137844
2022-02-05,Printer,Office,West,8,3952.0,451.08,2022,2,February,5,11.413967611336032
2024-06-05,Keyboard,Accessories,South,6,3648.0,1050.08,2024,6,June,5,28.78508771929824
2024-11-15,Monitor,Accessories,North,5,3875.0,768.74,2024,11,November,15,19.838451612903228
2023-11-13,Smartwatch,Electronics,West,8,3416.0,478.9,2023,11,November,13,14.019320843091334
2022-02-19,Tablet,Electronics,West,1,908.0,222.58,2022,2,February,19,24.513215859030836
2024-05-06,Headphones,Accessories,South,4,4532.0,987.32,2024,5,May,6,21.785525154457194
2023-08-04,Headphones,Accessories,East,4,4168.0,650.15,2023,8,August,4,15.598608445297504
2023-09-23,Laptop,Electronics,North,3,3543.0,941.37,2023,9,September,23,26.569856054191366
2024-09-14,Laptop,Electronics,East,6,5124.0,1078.57,2024,9,September,14,21.049375487900075
2023-03-17,Smartwatch,Electronics,South,9,5751.0,1196.23,2023,3,March,17,20.800382542166577
2023-09-29,Camera,Electronics,East,2,624.0,139.64,2023,9,September,29,22.378205128205124
2023-12-01,Camera,Electronics,South,1,508.0,151.29,2023,12,December,1,29.781496062992126
2023-09-13,Headphones,Accessories,South,4,4700.0,914.6,2023,9,September,13,19.459574468085105
2022-03-14,Keyboard,Accessories,West,8,3216.0,639.78,2022,3,March,14,19.893656716417908
2023-07-15,Laptop,Electronics,West,6,2844.0,581.0,2023,7,July,15,20.428973277074544
2022-05-29,Smartphone,Electronics,West,5,2385.0,258.6,2022,5,May,29,10.842767295597486
2023-01-16,Monitor,Accessories,South,8,928.0,170.05,2023,1,January,16,18.32435344827586
2023-09-06,Headphones,Accessories,North,6,4656.0,673.35,2023,9,September,6,14.461984536082475
2023-03-29,Headphones,Accessories,North,2,330.0,21.46,2023,3,March,29,6.503030303030304
2023-11-01,Camera,Electronics,North,7,1799.0,274.11,2023,11,November,1,15.236798221234018
2022-08-25,Printer,Office,East,1,1029.0,173.61,2022,8,August,25,16.87172011661808
2022-12-30,Headphones,Accessories,North,8,5432.0,1619.39,2022,12,December,30,29.812039764359355
2024-09-04,Camera,Electronics,West,5,5785.0,1191.11,2024,9,September,4,20.58962834917891
2024-01-08,Printer,Office,North,1,1062.0,272.42,2024,1,January,8,25.65160075329567
2022-12-27,Keyboard,Accessories,North,1,163.0,22.07,2022,12,December,27,13.539877300613497
2024-04-14,Smartphone,Electronics,West,9,9162.0,1625.62,2024,4,April,14,17.743069198864873
2023-02-10,Printer,Office,East,4,1440.0,130.24,2023,2,February,10,9.044444444444446
2023-07-15,Monitor,Accessories,South,5,1465.0,149.62,2023,7,July,15,10.21296928327645
2024-10-27,Monitor,Accessories,West,2,366.0,31.23,2024,10,October,27,8.532786885245901
2024-07-19,Camera,Electronics,South,5,3135.0,277.28,2024,7,July,19,8.844657097288676
2024-03-03,Keyboard,Accessories,North,2,630.0,161.04,2024,3,March,3,25.561904761904756
2024-04-12,Monitor,Accessories,South,1,213.0,42.94,2024,4,April,12,20.159624413145536
2024-06-20,Monitor,Accessories,North,4,3792.0,1092.85,2024,6,June,20,28.819883966244724
2023-06-21,Mouse,Accessories,East,2,1932.0,109.07,2023,6,June,21,5.645445134575569
2023-01-25,Keyboard,Accessories,West,4,4152.0,317.28,2023,1,January,25,7.6416184971098255
2024-02-17,Smartphone,Electronics,North,7,3612.0,529.57,2024,2,February,17,14.661406423034332
2024-09-09,Smartphone,Electronics,East,2,2258.0,280.76,2024,9,September,9,12.434012400354295
2022-07-09,Camera,Electronics,South,3,594.0,47.73,2022,7,July,9,8.035353535353535
2023-09-01,Headphones,Accessories,West,7,8071.0,1799.06,2023,9,September,1,22.290422500309752
2024-03-30,Keyboard,Accessories,North,7,5838.0,631.45,2024,3,March,30,10.816204179513534
2024-12-22,Keyboard,Accessories,North,4,692.0,181.31,2024,12,December,22,26.20086705202312
2024-09-08,Keyboard,Accessories,South,3,1704.0,309.06,2024,9,September,8,18.137323943661972
2023-01-21,Printer,Office,South,5,3235.0,941.24,2023,1,January,21,29.095517774343122
2023-10-12,Mouse,Accessories,East,6,4746.0,545.57,2023,10,October,12,11.495364517488413
2022-08-01,Smartwatch,Electronics,South,8,7600.0,788.88,2022,8,August,1,10.38
2023-11-03,Smartphone,Electronics,West,5,1935.0,128.01,2023,11,November,3,6.615503875968992
2023-12-04,Laptop,Electronics,North,3,1638.0,306.29,2023,12,December,4,18.699023199023202
2023-06-30,Keyboard,Accessories,West,7,4746.0,816.6,2023,6,June,30,17.20606826801517
2023-02-01,Smartphone,Electronics,North,8,4824.0,1187.93,2023,2,February,1,24.625414593698178
2022-05-09,Camera,Electronics,South,1,1193.0,153.72,2022,5,May,9,12.885163453478626
2023-12-16,Laptop,Electronics,East,2,562.0,92.94,2023,12,December,16,16.537366548042705
2022-03-20,Smartphone,Electronics,North,8,6200.0,1296.84,2022,3,March,20,20.916774193548385
2024-07-28,Printer,Office,North,8,4128.0,315.48,2024,7,July,28,7.642441860465117
2022-03-28,Printer,Office,East,5,5405.0,326.56,2022,3,March,28,6.0418131359851985
2024-11-06,Laptop,Electronics,North,3,1371.0,104.66,2024,11,November,6,7.633843909555068
2023-01-01,Keyboard,Accessories,West,5,1405.0,194.33,2023,1,January,1,13.831316725978649
2023-03-18,Keyboard,Accessories,North,3,1644.0,158.32,2023,3,March,18,9.630170316301703
2024-09-18,Mouse,Accessories,West,6,3414.0,396.92,2024,9,September,18,11.626244874048037
2024-08-19,Laptop,Electronics,East,8,3272.0,674.57,2024,8,August,19,20.61644254278729
2022-06-18,Smartphone,Electronics,North,3,2655.0,646.91,2022,6,June,18,24.36572504708098
2022-05-29,Smartwatch,Electronics,West,7,1673.0,458.32,2022,5,May,29,27.395098625224147
2022-06-09,Tablet,Electronics,East,2,846.0,145.09,2022,6,June,9,17.150118203309695
2023-05-03,Smartphone,Electronics,East,1,985.0,196.64,2023,5,May,3,19.963451776649745
2023-11-17,Smartwatch,Electronics,North,9,7551.0,894.4,2023,11,November,17,11.844788769699377
2022-02-08,Tablet,Electronics,North,5,855.0,217.16,2022,2,February,8,25.398830409356727
2023-10-23,Camera,Electronics,South,2,396.0,94.55,2023,10,October,23,23.876262626262626
2022-08-24,Tablet,Electronics,West,8,2296.0,560.48,2022,8,August,24,24.411149825783973
2024-05-09,Monitor,Accessories,North,6,1704.0,199.94,2024,5,May,9,11.73356807511737
2023-03-12,Smartphone,Electronics,East,2,1180.0,261.16,2023,3,March,12,22.13220338983051
2022-10-05,Smartphone,Electronics,East,3,411.0,55.73,2022,10,October,5,13.559610705596107
2022-01-19,Mouse,Accessories,East,1,745.0,151.22,2022,1,January,19,20.297986577181206
2022-05-09,Printer,Office,West,9,10656.0,961.3,2022,5,May,9,9.02120870870871
2024-05-23,Mouse,Accessories,South,3,1494.0,178.5,2024,5,May,23,11.947791164658634
2024-07-11,Camera,Electronics,South,5,1755.0,358.01,2024,7,July,11,20.3994301994302
2022-08-22,Camera,Electronics,South,9,4941.0,894.52,2022,8,August,22,18.104027524792553
2024-11-03,Smartwatch,Electronics,North,6,6510.0,1539.18,2024,11,November,3,23.643317972350232
2024-10-11,Smartphone,Electronics,South,5,5465.0,719.92,2024,10,October,11,13.173284537968893
2024-11-09,Tablet,Electronics,South,3,3522.0,285.91,2024,11,November,9,8.117830777967065
2024-04-01,Tablet,Electronics,West,6,1656.0,139.86,2024,4,April,1,8.445652173913045
2022-07-07,Printer,Office,North,5,1255.0,257.15,2022,7,July,7,20.490039840637447
2023-06-10,Keyboard,Accessories,East,1,1192.0,320.13,2023,6,June,10,26.856543624161073
2023-05-15,Tablet,Electronics,West,5,1925.0,204.74,2023,5,May,15,10.635844155844158
2022-06-08,Tablet,Electronics,West,8,1688.0,337.33,2022,6,June,8,19.98400473933649
2023-06-26,Headphones,Accessories,South,1,260.0,16.81,2023,6,June,26,6.465384615384615
2022-01-19,Monitor,Accessories,West,5,4880.0,1250.66,2022,1,January,19,25.628278688524592
2024-04-10,Keyboard,Accessories,West,7,1134.0,179.74,2024,4,April,10,15.850088183421517
2022-06-10,Laptop,Electronics,North,9,9621.0,1201.29,2022,6,June,10,12.486124103523542
2023-02-03,Monitor,Accessories,South,4,2836.0,698.83,2023,2,February,3,24.641396332863188
2023-05-15,Printer,Office,North,9,5859.0,1153.89,2023,5,May,15,19.69431643625192
2022-09-11,Smartwatch,Electronics,South,2,2044.0,460.03,2022,9,September,11,22.506360078277883
2023-07-01,Monitor,Accessories,South,1,612.0,174.52,2023,7,July,1,28.516339869281047
2022-02-18,Smartwatch,Electronics,North,3,1890.0,492.31,2022,2,February,18,26.048148148148147
2023-09-30,Smartwatch,Electronics,East,5,2025.0,168.82,2023,9,September,30,8.33679012345679
2023-09-04,Printer,Office,South,2,1960.0,312.06,2023,9,September,4,15.921428571428573
2022-07-07,Camera,Electronics,North,6,4410.0,893.27,2022,7,July,7,20.255555555555553
2024-07-14,Keyboard,Accessories,West,8,8272.0,2391.88,2024,7,July,14,28.91537717601548
2022-09-27,Smartwatch,Electronics,West,6,5712.0,638.29,2022,9,September,27,11.17454481792717
2024-04-20,Smartwatch,Electronics,North,6,1524.0,178.36,2024,4,April,20,11.703412073490814
2024-05-24,Keyboard,Accessories,North,8,5160.0,1057.41,2024,5,May,24,20.492441860465117
2024-12-29,Mouse,Accessories,East,4,2956.0,451.6,2024,12,December,29,15.277401894451964
2023-05-07,Smartphone,Electronics,West,8,7944.0,2257.73,2023,5,May,7,28.420568982880162
2024-09-10,Camera,Electronics,North,5,1815.0,535.22,2024,9,September,10,29.488705234159777
2023-03-21,Headphones,Accessories,North,3,2706.0,546.97,2023,3,March,21,20.213229859571324
2023-05-05,Laptop,Electronics,North,2,1356.0,144.18,2023,5,May,5,10.632743362831858
2023-07-27,Printer,Office,South,6,6384.0,1189.19,2023,7,July,27,18.62766290726817
2023-06-13,Smartwatch,Electronics,South,9,4248.0,964.12,2023,6,June,13,22.695856873822976
2024-05-02,Monitor,Accessories,North,6,3954.0,676.82,2024,5,May,2,17.11734951947395
2024-04-21,Smartphone,Electronics,South,6,7110.0,739.6,2024,4,April,21,10.402250351617441
2023-07-25,Headphones,Accessories,South,7,8113.0,995.03,2023,7,July,25,12.264637002341921
2023-01-26,Headphones,Accessories,North,3,1830.0,183.62,2023,1,January,26,10.033879781420765
2023-01-11,Keyboard,Accessories,West,4,3732.0,671.19,2023,1,January,11,17.984726688102896
2024-09-27,Mouse,Accessories,West,6,4062.0,1087.17,2024,9,September,27,26.764401772525854
2024-12-03,Smartwatch,Electronics,North,1,496.0,93.31,2024,12,December,3,18.8125
2023-08-24,Smartwatch,Electronics,East,4,1104.0,84.31,2023,8,August,24,7.636775362318842
2023-05-19,Smartphone,Electronics,West,3,2274.0,662.0,2023,5,May,19,29.11169744942832
2022-06-13,Smartwatch,Electronics,North,8,4456.0,1106.04,2022,6,June,13,24.821364452423698
2022-08-26,Mouse,Accessories,West,8,4928.0,1038.18,2022,8,August,26,21.06696428571429
2023-01-22,Smartphone,Electronics,North,4,1740.0,224.79,2023,1,January,22,12.918965517241379
2022-08-08,Headphones,Accessories,North,2,178.0,31.46,2022,8,August,8,17.674157303370787
2023-11-19,Printer,Office,East,8,5296.0,1234.81,2023,11,November,19,23.315898791540786
2023-06-28,Mouse,Accessories,North,4,4156.0,847.09,2023,6,June,28,20.382338787295478
2024-10-09,Printer,Office,North,1,624.0,106.92,2024,10,October,9,17.134615384615383
2022-09-04,Smartphone,Electronics,West,4,3892.0,1052.72,2022,9,September,4,27.04830421377184
2024-07-18,Mouse,Accessories,South,9,1620.0,294.6,2024,7,July,18,18.185185185185187
2022-09-22,Mouse,Accessories,West,3,2250.0,301.97,2022,9,September,22,13.420888888888891
2024-07-31,Monitor,Accessories,West,2,1390.0,316.31,2024,7,July,31,22.75611510791367
2023-04-21,Camera,Electronics,South,5,5155.0,1325.16,2023,4,April,21,25.70630455868089
2022-07-09,Smartwatch,Electronics,North,5,1025.0,262.91,2022,7,July,9,25.649756097560978
2024-07-31,Mouse,Accessories,South,3,1785.0,244.52,2024,7,July,31,13.69859943977591
2022-09-30,Smartwatch,Electronics,North,9,2952.0,605.85,2022,9,September,30,20.523373983739837
2024-12-25,Headphones,Accessories,East,1,773.0,181.52,2024,12,December,25,23.482535575679172
2023-03-30,Tablet,Electronics,North,8,1640.0,361.48,2023,3,March,30,22.041463414634148
2023-10-02,Keyboard,Accessories,East,1,1017.0,69.33,2023,10,October,2,6.817109144542773
2022-05-23,Headphones,Accessories,East,4,1964.0,349.91,2022,5,May,23,17.816191446028515
2023-04-05,Mouse,Accessories,North,3,2994.0,638.59,2023,4,April,5,21.328991315965265
2023-10-08,Printer,Office,East,9,8046.0,2210.33,2023,10,October,8,27.47116579666915
2022-05-22,Printer,Office,West,2,1874.0,271.5,2022,5,May,22,14.487726787620064
2023-08-19,Mouse,Accessories,North,8,6008.0,871.76,2023,8,August,19,14.509986684420772
2023-09-06,Camera,Electronics,East,8,7240.0,411.19,2023,9,September,6,5.679419889502762
2024-06-17,Monitor,Accessories,South,9,1188.0,348.31,2024,6,June,17,29.319023569023567
2024-12-22,Headphones,Accessories,North,9,2997.0,163.34,2024,12,December,22,5.450116783450117
2023-02-02,Printer,Office,West,9,7524.0,2017.85,2023,2,February,2,26.81884635832004
2022-10-13,Monitor,Accessories,North,5,3625.0,268.73,2022,10,October,13,7.413241379310345
2024-03-31,Laptop,Electronics,East,8,6952.0,871.2,2024,3,March,31,12.531645569620252
2023-05-29,Camera,Electronics,North,9,1053.0,283.58,2023,5,May,29,26.9306742640076
2024-12-21,Monitor,Accessories,North,9,6696.0,1224.22,2024,12,December,21,18.282855436081245
2024-10-09,Headphones,Accessories,North,2,1420.0,93.59,2024,10,October,9,6.590845070422535
2023-12-29,Camera,Electronics,West,9,9972.0,2566.01,2023,12,December,29,25.73215002005616
2022-11-28,Laptop,Electronics,South,8,3136.0,494.26,2022,11,November,28,15.760841836734693
2023-02-10,Camera,Electronics,West,3,225.0,20.52,2023,2,February,10,9.120000000000001
2022-05-12,Mouse,Accessories,East,3,1662.0,375.04,2022,5,May,12,22.56558363417569
2024-05-03,Printer,Office,West,4,500.0,85.96,2024,5,May,3,17.192
2022-08-02,Smartphone,Electronics,North,8,3168.0,747.33,2022,8,August,2,23.58996212121212
2023-12-31,Smartphone,Electronics,East,1,622.0,104.57,2023,12,December,31,16.811897106109324
2022-04-03,Tablet,Electronics,North,3,1233.0,361.12,2022,4,April,3,29.28791565287916
2024-01-19,Laptop,Electronics,West,3,573.0,116.14,2024,1,January,19,20.26876090750436
2022-02-18,Tablet,Electronics,South,1,702.0,129.34,2022,2,February,18,18.424501424501425
2024-05-14,Laptop,Electronics,South,8,4832.0,1261.06,2024,5,May,14,26.098096026490065
2023-01-17,Printer,Office,North,5,3765.0,670.8,2023,1,January,17,17.816733067729082
2024-05-05,Camera,Electronics,North,8,6928.0,1415.16,2024,5,May,5,20.426674364896076
2023-02-01,Headphones,Accessories,West,7,1624.0,436.13,2023,2,February,1,26.855295566502463
2023-04-01,Headphones,Accessories,North,1,68.0,10.39,2023,4,April,1,15.279411764705882
2023-06-04,Mouse,Accessories,North,1,651.0,187.99,2023,6,June,4,28.877112135176652
2024-09-16,Printer,Office,North,7,6293.0,718.49,2024,9,September,16,11.417289051326872
2023-02-16,Keyboard,Accessories,West,2,1068.0,85.71,2023,2,February,16,8.025280898876403
2023-10-17,Keyboard,Accessories,North,1,381.0,26.69,2023,10,October,17,7.005249343832021
2022-07-21,Printer,Office,South,2,2016.0,426.43,2022,7,July,21,21.152281746031747
2024-02-10,Headphones,Accessories,West,2,1224.0,340.67,2024,2,February,10,27.832516339869283
2022-10-23,Monitor,Accessories,South,5,2180.0,400.01,2022,10,October,23,18.34908256880734
2024-09-12,Laptop,Electronics,North,9,2853.0,353.09,2024,9,September,12,12.376095338240448
2022-10-04,Mouse,Accessories,South,1,272.0,45.33,2022,10,October,4,16.665441176470587
2022-03-14,Smartphone,Electronics,North,4,2640.0,183.23,2022,3,March,14,6.940530303030303
2024-04-26,Monitor,Accessories,North,2,488.0,129.02,2024,4,April,26,26.438524590163937
2023-11-10,Printer,Office,South,8,9184.0,1795.93,2023,11,November,10,19.55498693379791
2024-04-12,Tablet,Electronics,North,5,280.0,23.98,2024,4,April,12,8.564285714285715
2024-10-03,Keyboard,Accessories,East,3,2889.0,604.45,2024,10,October,3,20.922464520595362
2024-07-18,Laptop,Electronics,West,1,625.0,125.9,2024,7,July,18,20.144000000000002
2024-04-16,Keyboard,Accessories,South,8,7056.0,538.48,2024,4,April,16,7.6315192743764175
2023-07-11,Tablet,Electronics,West,8,3936.0,720.2,2023,7,July,11,18.297764227642276
2022-09-19,Smartwatch,Electronics,East,6,2472.0,363.38,2022,9,September,19,14.699838187702266
2022-06-19,Mouse,Accessories,West,5,855.0,67.57,2022,6,June,19,7.902923976608187
2024-02-25,Mouse,Accessories,West,3,3480.0,560.39,2024,2,February,25,16.10316091954023
2023-03-07,Camera,Electronics,South,1,846.0,103.3,2023,3,March,7,12.210401891252955
2022-03-09,Keyboard,Accessories,North,1,158.0,46.24,2022,3,March,9,29.26582278481013
2022-12-31,Mouse,Accessories,South,9,3186.0,583.24,2022,12,December,31,18.306340238543626
2024-02-01,Mouse,Accessories,North,7,6972.0,969.43,2024,2,February,1,13.90461847389558
2024-04-15,Mouse,Accessories,East,5,1745.0,449.64,2024,4,April,15,25.767335243553006
2024-05-15,Laptop,Electronics,East,8,4256.0,372.95,2024,5,May,15,8.762922932330827
2022-04-14,Keyboard,Accessories,South,3,1674.0,499.63,2022,4,April,14,29.84647550776583
2024-09-25,Camera,Electronics,North,8,6488.0,1072.86,2024,9,September,25,16.536066584463622
2022-03-05,Tablet,Electronics,East,5,3530.0,803.86,2022,3,March,5,22.772237960339943
2022-09-03,Mouse,Accessories,North,2,632.0,87.45,2022,9,September,3,13.837025316455698
2024-11-09,Monitor,Accessories,North,7,3675.0,236.8,2024,11,November,9,6.443537414965987
2023-09-12,Smartwatch,Electronics,West,6,5592.0,926.42,2023,9,September,12,16.566881258941343
2023-02-11,Keyboard,Accessories,East,6,6432.0,807.94,2023,2,February,11,12.561256218905474
2023-08-27,Camera,Electronics,East,3,3069.0,503.3,2023,8,August,27,16.399478657543174
2023-05-26,Keyboard,Accessories,North,7,2898.0,490.11,2023,5,May,26,16.9120082815735
2024-05-30,Tablet,Electronics,North,4,3960.0,632.76,2024,5,May,30,15.978787878787879
2024-07-31,Tablet,Electronics,South,3,1476.0,85.16,2024,7,July,31,5.769647696476964
